Calendar_Year,Month,Policing_District,Data_Measure,Incident_Count
2016,Nov,Causeway Coast & Glens,Anti-Social Behaviour Incidents,225
2016,Nov,Mid & East Antrim,Anti-Social Behaviour Incidents,316
2016,Nov,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,286
2016,Nov,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2016,Dec,Northern Ireland,Anti-Social Behaviour Incidents,4437
2016,Dec,Belfast City,Anti-Social Behaviour Incidents,1320
2016,Dec,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,224
2016,Dec,Ards & North Down,Anti-Social Behaviour Incidents,414
2016,Dec,Newry Mourne & Down,Anti-Social Behaviour Incidents,361
2016,Dec,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,475
2016,Dec,Mid Ulster,Anti-Social Behaviour Incidents,244
2016,Dec,Fermanagh & Omagh,Anti-Social Behaviour Incidents,214
2016,Dec,Derry City & Strabane,Anti-Social Behaviour Incidents,316
2016,Dec,Causeway Coast & Glens,Anti-Social Behaviour Incidents,260
2016,Dec,Mid & East Antrim,Anti-Social Behaviour Incidents,298
2016,Dec,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,311
2016,Dec,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2017,Jan,Northern Ireland,Anti-Social Behaviour Incidents,4240
2017,Jan,Belfast City,Anti-Social Behaviour Incidents,1170
2017,Jan,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,274
2017,Jan,Ards & North Down,Anti-Social Behaviour Incidents,326
2017,Jan,Newry Mourne & Down,Anti-Social Behaviour Incidents,318
2017,Jan,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,462
2017,Jan,Mid Ulster,Anti-Social Behaviour Incidents,211
2017,Jan,Fermanagh & Omagh,Anti-Social Behaviour Incidents,178
2017,Jan,Derry City & Strabane,Anti-Social Behaviour Incidents,380
2017,Jan,Causeway Coast & Glens,Anti-Social Behaviour Incidents,268
2017,Jan,Mid & East Antrim,Anti-Social Behaviour Incidents,345
2017,Jan,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,308
2017,Jan,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2017,Feb,Northern Ireland,Anti-Social Behaviour Incidents,4244
2017,Feb,Belfast City,Anti-Social Behaviour Incidents,1286
2017,Feb,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,281
2017,Feb,Ards & North Down,Anti-Social Behaviour Incidents,322
2017,Feb,Newry Mourne & Down,Anti-Social Behaviour Incidents,310
2017,Feb,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,454
2017,Feb,Mid Ulster,Anti-Social Behaviour Incidents,211
2017,Feb,Fermanagh & Omagh,Anti-Social Behaviour Incidents,147
2017,Feb,Derry City & Strabane,Anti-Social Behaviour Incidents,341
2017,Feb,Causeway Coast & Glens,Anti-Social Behaviour Incidents,293
2017,Feb,Mid & East Antrim,Anti-Social Behaviour Incidents,312
2017,Feb,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,287
2017,Feb,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2017,Mar,Northern Ireland,Anti-Social Behaviour Incidents,4936
2017,Mar,Belfast City,Anti-Social Behaviour Incidents,1528
2017,Mar,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,286
2017,Mar,Ards & North Down,Anti-Social Behaviour Incidents,383
2017,Mar,Newry Mourne & Down,Anti-Social Behaviour Incidents,413
2017,Mar,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,448
2017,Mar,Mid Ulster,Anti-Social Behaviour Incidents,238
2017,Mar,Fermanagh & Omagh,Anti-Social Behaviour Incidents,225
2017,Mar,Derry City & Strabane,Anti-Social Behaviour Incidents,363
2017,Mar,Causeway Coast & Glens,Anti-Social Behaviour Incidents,374
2017,Mar,Mid & East Antrim,Anti-Social Behaviour Incidents,345
2017,Mar,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,333
2017,Mar,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2017,Apr,Northern Ireland,Anti-Social Behaviour Incidents,5433
2017,Apr,Belfast City,Anti-Social Behaviour Incidents,1528
2017,Apr,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,286
2017,Apr,Ards & North Down,Anti-Social Behaviour Incidents,609
2017,Apr,Newry Mourne & Down,Anti-Social Behaviour Incidents,414
2017,Apr,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,573
2017,Apr,Mid Ulster,Anti-Social Behaviour Incidents,282
2017,Apr,Fermanagh & Omagh,Anti-Social Behaviour Incidents,214
2017,Apr,Derry City & Strabane,Anti-Social Behaviour Incidents,466
2017,Apr,Causeway Coast & Glens,Anti-Social Behaviour Incidents,380
2017,Apr,Mid & East Antrim,Anti-Social Behaviour Incidents,334
2017,Apr,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,347
2017,Apr,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2017,May,Northern Ireland,Anti-Social Behaviour Incidents,5941
2017,May,Belfast City,Anti-Social Behaviour Incidents,1791
2017,May,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,320
2017,May,Ards & North Down,Anti-Social Behaviour Incidents,546
2017,May,Newry Mourne & Down,Anti-Social Behaviour Incidents,512
2017,May,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,551
2017,May,Mid Ulster,Anti-Social Behaviour Incidents,290
2017,May,Fermanagh & Omagh,Anti-Social Behaviour Incidents,254
2017,May,Derry City & Strabane,Anti-Social Behaviour Incidents,469
2017,May,Causeway Coast & Glens,Anti-Social Behaviour Incidents,413
2017,May,Mid & East Antrim,Anti-Social Behaviour Incidents,356
2017,May,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,439
2017,May,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2017,Jun,Northern Ireland,Anti-Social Behaviour Incidents,5577
2017,Jun,Belfast City,Anti-Social Behaviour Incidents,1710
2017,Jun,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,278
2017,Jun,Ards & North Down,Anti-Social Behaviour Incidents,434
2017,Jun,Newry Mourne & Down,Anti-Social Behaviour Incidents,500
2017,Jun,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,588
2017,Jun,Mid Ulster,Anti-Social Behaviour Incidents,283
2017,Jun,Fermanagh & Omagh,Anti-Social Behaviour Incidents,239
2017,Jun,Derry City & Strabane,Anti-Social Behaviour Incidents,439
2017,Jun,Causeway Coast & Glens,Anti-Social Behaviour Incidents,378
2017,Jun,Mid & East Antrim,Anti-Social Behaviour Incidents,356
2017,Jun,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,372
2017,Jun,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2017,Jul,Northern Ireland,Anti-Social Behaviour Incidents,6012
2017,Jul,Belfast City,Anti-Social Behaviour Incidents,1794
2017,Jul,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,297
2017,Jul,Ards & North Down,Anti-Social Behaviour Incidents,470
2017,Jul,Newry Mourne & Down,Anti-Social Behaviour Incidents,551
2017,Jul,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,657
2017,Jul,Mid Ulster,Anti-Social Behaviour Incidents,276
2017,Jul,Fermanagh & Omagh,Anti-Social Behaviour Incidents,255
2017,Jul,Derry City & Strabane,Anti-Social Behaviour Incidents,473
2017,Jul,Causeway Coast & Glens,Anti-Social Behaviour Incidents,477
2017,Jul,Mid & East Antrim,Anti-Social Behaviour Incidents,356
2017,Jul,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,406
2017,Jul,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2017,Aug,Northern Ireland,Anti-Social Behaviour Incidents,5681
2017,Aug,Belfast City,Anti-Social Behaviour Incidents,1804
2017,Aug,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,310
2017,Aug,Ards & North Down,Anti-Social Behaviour Incidents,466
2017,Aug,Newry Mourne & Down,Anti-Social Behaviour Incidents,449
2017,Aug,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,545
2017,Aug,Mid Ulster,Anti-Social Behaviour Incidents,273
2017,Aug,Fermanagh & Omagh,Anti-Social Behaviour Incidents,246
2017,Aug,Derry City & Strabane,Anti-Social Behaviour Incidents,447
2017,Aug,Causeway Coast & Glens,Anti-Social Behaviour Incidents,353
2017,Aug,Mid & East Antrim,Anti-Social Behaviour Incidents,385
2017,Aug,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,403
2017,Aug,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2017,Sep,Northern Ireland,Anti-Social Behaviour Incidents,5329
2017,Sep,Belfast City,Anti-Social Behaviour Incidents,1759
2017,Sep,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,262
2017,Sep,Ards & North Down,Anti-Social Behaviour Incidents,361
2017,Sep,Newry Mourne & Down,Anti-Social Behaviour Incidents,399
2017,Sep,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,589
2017,Sep,Mid Ulster,Anti-Social Behaviour Incidents,292
2017,Sep,Fermanagh & Omagh,Anti-Social Behaviour Incidents,206
2017,Sep,Derry City & Strabane,Anti-Social Behaviour Incidents,452
2017,Sep,Causeway Coast & Glens,Anti-Social Behaviour Incidents,356
2017,Sep,Mid & East Antrim,Anti-Social Behaviour Incidents,328
2017,Sep,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,325
2017,Sep,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2017,Oct,Northern Ireland,Anti-Social Behaviour Incidents,5832
2017,Oct,Belfast City,Anti-Social Behaviour Incidents,1689
2017,Oct,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,291
2017,Oct,Ards & North Down,Anti-Social Behaviour Incidents,411
2017,Oct,Newry Mourne & Down,Anti-Social Behaviour Incidents,520
2017,Oct,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,646
2017,Oct,Mid Ulster,Anti-Social Behaviour Incidents,436
2017,Oct,Fermanagh & Omagh,Anti-Social Behaviour Incidents,260
2017,Oct,Derry City & Strabane,Anti-Social Behaviour Incidents,402
2017,Oct,Causeway Coast & Glens,Anti-Social Behaviour Incidents,376
2017,Oct,Mid & East Antrim,Anti-Social Behaviour Incidents,418
2017,Oct,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,383
2017,Oct,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2017,Nov,Northern Ireland,Anti-Social Behaviour Incidents,4167
2017,Nov,Belfast City,Anti-Social Behaviour Incidents,1287
2017,Nov,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,209
2017,Nov,Ards & North Down,Anti-Social Behaviour Incidents,303
2017,Nov,Newry Mourne & Down,Anti-Social Behaviour Incidents,338
2017,Nov,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,416
2017,Nov,Mid Ulster,Anti-Social Behaviour Incidents,220
2017,Nov,Fermanagh & Omagh,Anti-Social Behaviour Incidents,211
2017,Nov,Derry City & Strabane,Anti-Social Behaviour Incidents,356
2017,Nov,Causeway Coast & Glens,Anti-Social Behaviour Incidents,254
2017,Nov,Mid & East Antrim,Anti-Social Behaviour Incidents,256
2017,Nov,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,317
2017,Nov,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2017,Dec,Northern Ireland,Anti-Social Behaviour Incidents,4580
2017,Dec,Belfast City,Anti-Social Behaviour Incidents,1396
2017,Dec,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,231
2017,Dec,Ards & North Down,Anti-Social Behaviour Incidents,335
2017,Dec,Newry Mourne & Down,Anti-Social Behaviour Incidents,383
2017,Dec,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,486
2017,Dec,Mid Ulster,Anti-Social Behaviour Incidents,244
2017,Dec,Fermanagh & Omagh,Anti-Social Behaviour Incidents,219
2017,Dec,Derry City & Strabane,Anti-Social Behaviour Incidents,390
2017,Dec,Causeway Coast & Glens,Anti-Social Behaviour Incidents,241
2017,Dec,Mid & East Antrim,Anti-Social Behaviour Incidents,319
2017,Dec,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,336
2017,Dec,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2018,Jan,Northern Ireland,Anti-Social Behaviour Incidents,4127
2018,Jan,Belfast City,Anti-Social Behaviour Incidents,1312
2018,Jan,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,203
2018,Jan,Ards & North Down,Anti-Social Behaviour Incidents,331
2018,Jan,Newry Mourne & Down,Anti-Social Behaviour Incidents,334
2018,Jan,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,399
2018,Jan,Mid Ulster,Anti-Social Behaviour Incidents,192
2018,Jan,Fermanagh & Omagh,Anti-Social Behaviour Incidents,200
2018,Jan,Derry City & Strabane,Anti-Social Behaviour Incidents,376
2018,Jan,Causeway Coast & Glens,Anti-Social Behaviour Incidents,216
2018,Jan,Mid & East Antrim,Anti-Social Behaviour Incidents,277
2018,Jan,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,287
2018,Jan,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2018,Feb,Northern Ireland,Anti-Social Behaviour Incidents,3909
2018,Feb,Belfast City,Anti-Social Behaviour Incidents,1223
2018,Feb,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,234
2018,Feb,Ards & North Down,Anti-Social Behaviour Incidents,359
2018,Feb,Newry Mourne & Down,Anti-Social Behaviour Incidents,318
2018,Feb,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,388
2018,Feb,Mid Ulster,Anti-Social Behaviour Incidents,157
2018,Feb,Fermanagh & Omagh,Anti-Social Behaviour Incidents,189
2018,Feb,Derry City & Strabane,Anti-Social Behaviour Incidents,376
2018,Feb,Causeway Coast & Glens,Anti-Social Behaviour Incidents,190
2018,Feb,Mid & East Antrim,Anti-Social Behaviour Incidents,223
2018,Feb,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,252
2018,Feb,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2018,Mar,Northern Ireland,Anti-Social Behaviour Incidents,4619
2018,Mar,Belfast City,Anti-Social Behaviour Incidents,1453
2018,Mar,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,250
2018,Mar,Ards & North Down,Anti-Social Behaviour Incidents,362
2018,Mar,Newry Mourne & Down,Anti-Social Behaviour Incidents,369
2018,Mar,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,544
2018,Mar,Mid Ulster,Anti-Social Behaviour Incidents,218
2018,Mar,Fermanagh & Omagh,Anti-Social Behaviour Incidents,227
2018,Mar,Derry City & Strabane,Anti-Social Behaviour Incidents,388
2018,Mar,Causeway Coast & Glens,Anti-Social Behaviour Incidents,311
2018,Mar,Mid & East Antrim,Anti-Social Behaviour Incidents,249
2018,Mar,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,248
2018,Mar,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2018,Apr,Northern Ireland,Anti-Social Behaviour Incidents,4641
2018,Apr,Belfast City,Anti-Social Behaviour Incidents,1434
2018,Apr,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,284
2018,Apr,Ards & North Down,Anti-Social Behaviour Incidents,343
2018,Apr,Newry Mourne & Down,Anti-Social Behaviour Incidents,394
2018,Apr,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,484
2018,Apr,Mid Ulster,Anti-Social Behaviour Incidents,226
2018,Apr,Fermanagh & Omagh,Anti-Social Behaviour Incidents,227
2018,Apr,Derry City & Strabane,Anti-Social Behaviour Incidents,390
2018,Apr,Causeway Coast & Glens,Anti-Social Behaviour Incidents,274
2018,Apr,Mid & East Antrim,Anti-Social Behaviour Incidents,309
2018,Apr,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,274
2018,Apr,No Policing District Assigned,Anti-Social Behaviour Incidents,2
2018,May,Northern Ireland,Anti-Social Behaviour Incidents,5426
2018,May,Belfast City,Anti-Social Behaviour Incidents,1664
2018,May,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,366
2018,May,Ards & North Down,Anti-Social Behaviour Incidents,416
2018,May,Newry Mourne & Down,Anti-Social Behaviour Incidents,436
2018,May,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,537
2018,May,Mid Ulster,Anti-Social Behaviour Incidents,268
2018,May,Fermanagh & Omagh,Anti-Social Behaviour Incidents,235
2018,May,Derry City & Strabane,Anti-Social Behaviour Incidents,424
2018,May,Causeway Coast & Glens,Anti-Social Behaviour Incidents,358
2018,May,Mid & East Antrim,Anti-Social Behaviour Incidents,378
2018,May,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,340
2018,May,No Policing District Assigned,Anti-Social Behaviour Incidents,4
2018,Jun,Northern Ireland,Anti-Social Behaviour Incidents,5620
2018,Jun,Belfast City,Anti-Social Behaviour Incidents,1776
2018,Jun,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,315
2018,Jun,Ards & North Down,Anti-Social Behaviour Incidents,434
2018,Jun,Newry Mourne & Down,Anti-Social Behaviour Incidents,453
2018,Jun,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,670
2018,Jun,Mid Ulster,Anti-Social Behaviour Incidents,275
2018,Jun,Fermanagh & Omagh,Anti-Social Behaviour Incidents,276
2018,Jun,Derry City & Strabane,Anti-Social Behaviour Incidents,442
2018,Jun,Causeway Coast & Glens,Anti-Social Behaviour Incidents,319
2018,Jun,Mid & East Antrim,Anti-Social Behaviour Incidents,328
2018,Jun,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,332
2018,Jun,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2018,Jul,Northern Ireland,Anti-Social Behaviour Incidents,5812
2018,Jul,Belfast City,Anti-Social Behaviour Incidents,1725
2018,Jul,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,304
2018,Jul,Ards & North Down,Anti-Social Behaviour Incidents,446
2018,Jul,Newry Mourne & Down,Anti-Social Behaviour Incidents,556
2018,Jul,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,650
2018,Jul,Mid Ulster,Anti-Social Behaviour Incidents,289
2018,Jul,Fermanagh & Omagh,Anti-Social Behaviour Incidents,292
2018,Jul,Derry City & Strabane,Anti-Social Behaviour Incidents,471
2018,Jul,Causeway Coast & Glens,Anti-Social Behaviour Incidents,377
2018,Jul,Mid & East Antrim,Anti-Social Behaviour Incidents,357
2018,Jul,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,342
2018,Jul,No Policing District Assigned,Anti-Social Behaviour Incidents,3
2018,Aug,Northern Ireland,Anti-Social Behaviour Incidents,4720
2018,Aug,Belfast City,Anti-Social Behaviour Incidents,1400
2018,Aug,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,246
2018,Aug,Ards & North Down,Anti-Social Behaviour Incidents,334
2018,Aug,Newry Mourne & Down,Anti-Social Behaviour Incidents,415
2018,Aug,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,499
2018,Aug,Mid Ulster,Anti-Social Behaviour Incidents,248
2018,Aug,Fermanagh & Omagh,Anti-Social Behaviour Incidents,247
2018,Aug,Derry City & Strabane,Anti-Social Behaviour Incidents,402
2018,Aug,Causeway Coast & Glens,Anti-Social Behaviour Incidents,341
2018,Aug,Mid & East Antrim,Anti-Social Behaviour Incidents,331
2018,Aug,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,256
2018,Aug,No Policing District Assigned,Anti-Social Behaviour Incidents,1
2018,Sep,Northern Ireland,Anti-Social Behaviour Incidents,4469
2018,Sep,Belfast City,Anti-Social Behaviour Incidents,1351
2018,Sep,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,221
2018,Sep,Ards & North Down,Anti-Social Behaviour Incidents,325
2018,Sep,Newry Mourne & Down,Anti-Social Behaviour Incidents,405
2018,Sep,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,497
2018,Sep,Mid Ulster,Anti-Social Behaviour Incidents,215
2018,Sep,Fermanagh & Omagh,Anti-Social Behaviour Incidents,223
2018,Sep,Derry City & Strabane,Anti-Social Behaviour Incidents,379
2018,Sep,Causeway Coast & Glens,Anti-Social Behaviour Incidents,246
2018,Sep,Mid & East Antrim,Anti-Social Behaviour Incidents,330
2018,Sep,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,276
2018,Sep,No Policing District Assigned,Anti-Social Behaviour Incidents,1
2018,Oct,Northern Ireland,Anti-Social Behaviour Incidents,5177
2018,Oct,Belfast City,Anti-Social Behaviour Incidents,1372
2018,Oct,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,256
2018,Oct,Ards & North Down,Anti-Social Behaviour Incidents,396
2018,Oct,Newry Mourne & Down,Anti-Social Behaviour Incidents,545
2018,Oct,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,536
2018,Oct,Mid Ulster,Anti-Social Behaviour Incidents,322
2018,Oct,Fermanagh & Omagh,Anti-Social Behaviour Incidents,345
2018,Oct,Derry City & Strabane,Anti-Social Behaviour Incidents,402
2018,Oct,Causeway Coast & Glens,Anti-Social Behaviour Incidents,318
2018,Oct,Mid & East Antrim,Anti-Social Behaviour Incidents,372
2018,Oct,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,313
2018,Oct,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2018,Nov,Northern Ireland,Anti-Social Behaviour Incidents,3912
2018,Nov,Belfast City,Anti-Social Behaviour Incidents,1151
2018,Nov,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,197
2018,Nov,Ards & North Down,Anti-Social Behaviour Incidents,285
2018,Nov,Newry Mourne & Down,Anti-Social Behaviour Incidents,322
2018,Nov,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,407
2018,Nov,Mid Ulster,Anti-Social Behaviour Incidents,245
2018,Nov,Fermanagh & Omagh,Anti-Social Behaviour Incidents,235
2018,Nov,Derry City & Strabane,Anti-Social Behaviour Incidents,363
2018,Nov,Causeway Coast & Glens,Anti-Social Behaviour Incidents,222
2018,Nov,Mid & East Antrim,Anti-Social Behaviour Incidents,255
2018,Nov,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,226
2018,Nov,No Policing District Assigned,Anti-Social Behaviour Incidents,4
2018,Dec,Northern Ireland,Anti-Social Behaviour Incidents,4190
2018,Dec,Belfast City,Anti-Social Behaviour Incidents,1283
2018,Dec,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,220
2018,Dec,Ards & North Down,Anti-Social Behaviour Incidents,300
2018,Dec,Newry Mourne & Down,Anti-Social Behaviour Incidents,379
2018,Dec,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,453
2018,Dec,Mid Ulster,Anti-Social Behaviour Incidents,222
2018,Dec,Fermanagh & Omagh,Anti-Social Behaviour Incidents,244
2018,Dec,Derry City & Strabane,Anti-Social Behaviour Incidents,346
2018,Dec,Causeway Coast & Glens,Anti-Social Behaviour Incidents,259
2018,Dec,Mid & East Antrim,Anti-Social Behaviour Incidents,273
2018,Dec,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,210
2018,Dec,No Policing District Assigned,Anti-Social Behaviour Incidents,1
