Calendar_Year,Month,Policing_District,Data_Measure,Incident_Count
2011,Nov,Fermanagh & Omagh,Anti-Social Behaviour Incidents,259
2011,Nov,Derry City & Strabane,Anti-Social Behaviour Incidents,432
2011,Nov,Causeway Coast & Glens,Anti-Social Behaviour Incidents,370
2011,Nov,Mid & East Antrim,Anti-Social Behaviour Incidents,334
2011,Nov,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,325
2011,Nov,No Policing District Assigned,Anti-Social Behaviour Incidents,1
2011,Dec,Northern Ireland,Anti-Social Behaviour Incidents,4164
2011,Dec,Belfast City,Anti-Social Behaviour Incidents,1142
2011,Dec,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,270
2011,Dec,Ards & North Down,Anti-Social Behaviour Incidents,333
2011,Dec,Newry Mourne & Down,Anti-Social Behaviour Incidents,281
2011,Dec,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,344
2011,Dec,Mid Ulster,Anti-Social Behaviour Incidents,254
2011,Dec,Fermanagh & Omagh,Anti-Social Behaviour Incidents,200
2011,Dec,Derry City & Strabane,Anti-Social Behaviour Incidents,403
2011,Dec,Causeway Coast & Glens,Anti-Social Behaviour Incidents,325
2011,Dec,Mid & East Antrim,Anti-Social Behaviour Incidents,333
2011,Dec,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,279
2011,Dec,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2012,Jan,Northern Ireland,Anti-Social Behaviour Incidents,4107
2012,Jan,Belfast City,Anti-Social Behaviour Incidents,1161
2012,Jan,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,217
2012,Jan,Ards & North Down,Anti-Social Behaviour Incidents,353
2012,Jan,Newry Mourne & Down,Anti-Social Behaviour Incidents,302
2012,Jan,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,369
2012,Jan,Mid Ulster,Anti-Social Behaviour Incidents,211
2012,Jan,Fermanagh & Omagh,Anti-Social Behaviour Incidents,208
2012,Jan,Derry City & Strabane,Anti-Social Behaviour Incidents,405
2012,Jan,Causeway Coast & Glens,Anti-Social Behaviour Incidents,324
2012,Jan,Mid & East Antrim,Anti-Social Behaviour Incidents,281
2012,Jan,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,276
2012,Jan,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2012,Feb,Northern Ireland,Anti-Social Behaviour Incidents,4627
2012,Feb,Belfast City,Anti-Social Behaviour Incidents,1323
2012,Feb,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,224
2012,Feb,Ards & North Down,Anti-Social Behaviour Incidents,362
2012,Feb,Newry Mourne & Down,Anti-Social Behaviour Incidents,344
2012,Feb,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,418
2012,Feb,Mid Ulster,Anti-Social Behaviour Incidents,269
2012,Feb,Fermanagh & Omagh,Anti-Social Behaviour Incidents,241
2012,Feb,Derry City & Strabane,Anti-Social Behaviour Incidents,447
2012,Feb,Causeway Coast & Glens,Anti-Social Behaviour Incidents,412
2012,Feb,Mid & East Antrim,Anti-Social Behaviour Incidents,330
2012,Feb,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,257
2012,Feb,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2012,Mar,Northern Ireland,Anti-Social Behaviour Incidents,5947
2012,Mar,Belfast City,Anti-Social Behaviour Incidents,1797
2012,Mar,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,283
2012,Mar,Ards & North Down,Anti-Social Behaviour Incidents,479
2012,Mar,Newry Mourne & Down,Anti-Social Behaviour Incidents,406
2012,Mar,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,449
2012,Mar,Mid Ulster,Anti-Social Behaviour Incidents,268
2012,Mar,Fermanagh & Omagh,Anti-Social Behaviour Incidents,278
2012,Mar,Derry City & Strabane,Anti-Social Behaviour Incidents,671
2012,Mar,Causeway Coast & Glens,Anti-Social Behaviour Incidents,537
2012,Mar,Mid & East Antrim,Anti-Social Behaviour Incidents,396
2012,Mar,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,382
2012,Mar,No Policing District Assigned,Anti-Social Behaviour Incidents,1
2012,Apr,Northern Ireland,Anti-Social Behaviour Incidents,5186
2012,Apr,Belfast City,Anti-Social Behaviour Incidents,1463
2012,Apr,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,253
2012,Apr,Ards & North Down,Anti-Social Behaviour Incidents,440
2012,Apr,Newry Mourne & Down,Anti-Social Behaviour Incidents,374
2012,Apr,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,442
2012,Apr,Mid Ulster,Anti-Social Behaviour Incidents,292
2012,Apr,Fermanagh & Omagh,Anti-Social Behaviour Incidents,252
2012,Apr,Derry City & Strabane,Anti-Social Behaviour Incidents,510
2012,Apr,Causeway Coast & Glens,Anti-Social Behaviour Incidents,482
2012,Apr,Mid & East Antrim,Anti-Social Behaviour Incidents,336
2012,Apr,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,342
2012,Apr,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2012,May,Northern Ireland,Anti-Social Behaviour Incidents,5825
2012,May,Belfast City,Anti-Social Behaviour Incidents,1729
2012,May,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,261
2012,May,Ards & North Down,Anti-Social Behaviour Incidents,429
2012,May,Newry Mourne & Down,Anti-Social Behaviour Incidents,421
2012,May,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,561
2012,May,Mid Ulster,Anti-Social Behaviour Incidents,293
2012,May,Fermanagh & Omagh,Anti-Social Behaviour Incidents,293
2012,May,Derry City & Strabane,Anti-Social Behaviour Incidents,648
2012,May,Causeway Coast & Glens,Anti-Social Behaviour Incidents,496
2012,May,Mid & East Antrim,Anti-Social Behaviour Incidents,336
2012,May,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,358
2012,May,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2012,Jun,Northern Ireland,Anti-Social Behaviour Incidents,5500
2012,Jun,Belfast City,Anti-Social Behaviour Incidents,1627
2012,Jun,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,242
2012,Jun,Ards & North Down,Anti-Social Behaviour Incidents,418
2012,Jun,Newry Mourne & Down,Anti-Social Behaviour Incidents,368
2012,Jun,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,553
2012,Jun,Mid Ulster,Anti-Social Behaviour Incidents,322
2012,Jun,Fermanagh & Omagh,Anti-Social Behaviour Incidents,280
2012,Jun,Derry City & Strabane,Anti-Social Behaviour Incidents,576
2012,Jun,Causeway Coast & Glens,Anti-Social Behaviour Incidents,457
2012,Jun,Mid & East Antrim,Anti-Social Behaviour Incidents,335
2012,Jun,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,322
2012,Jun,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2012,Jul,Northern Ireland,Anti-Social Behaviour Incidents,6375
2012,Jul,Belfast City,Anti-Social Behaviour Incidents,1806
2012,Jul,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,306
2012,Jul,Ards & North Down,Anti-Social Behaviour Incidents,502
2012,Jul,Newry Mourne & Down,Anti-Social Behaviour Incidents,452
2012,Jul,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,553
2012,Jul,Mid Ulster,Anti-Social Behaviour Incidents,327
2012,Jul,Fermanagh & Omagh,Anti-Social Behaviour Incidents,296
2012,Jul,Derry City & Strabane,Anti-Social Behaviour Incidents,658
2012,Jul,Causeway Coast & Glens,Anti-Social Behaviour Incidents,615
2012,Jul,Mid & East Antrim,Anti-Social Behaviour Incidents,390
2012,Jul,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,470
2012,Jul,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2012,Aug,Northern Ireland,Anti-Social Behaviour Incidents,6844
2012,Aug,Belfast City,Anti-Social Behaviour Incidents,1971
2012,Aug,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,332
2012,Aug,Ards & North Down,Anti-Social Behaviour Incidents,532
2012,Aug,Newry Mourne & Down,Anti-Social Behaviour Incidents,441
2012,Aug,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,544
2012,Aug,Mid Ulster,Anti-Social Behaviour Incidents,376
2012,Aug,Fermanagh & Omagh,Anti-Social Behaviour Incidents,328
2012,Aug,Derry City & Strabane,Anti-Social Behaviour Incidents,724
2012,Aug,Causeway Coast & Glens,Anti-Social Behaviour Incidents,626
2012,Aug,Mid & East Antrim,Anti-Social Behaviour Incidents,443
2012,Aug,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,527
2012,Aug,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2012,Sep,Northern Ireland,Anti-Social Behaviour Incidents,5985
2012,Sep,Belfast City,Anti-Social Behaviour Incidents,1784
2012,Sep,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,315
2012,Sep,Ards & North Down,Anti-Social Behaviour Incidents,471
2012,Sep,Newry Mourne & Down,Anti-Social Behaviour Incidents,361
2012,Sep,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,455
2012,Sep,Mid Ulster,Anti-Social Behaviour Incidents,357
2012,Sep,Fermanagh & Omagh,Anti-Social Behaviour Incidents,295
2012,Sep,Derry City & Strabane,Anti-Social Behaviour Incidents,593
2012,Sep,Causeway Coast & Glens,Anti-Social Behaviour Incidents,490
2012,Sep,Mid & East Antrim,Anti-Social Behaviour Incidents,450
2012,Sep,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,414
2012,Sep,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2012,Oct,Northern Ireland,Anti-Social Behaviour Incidents,6379
2012,Oct,Belfast City,Anti-Social Behaviour Incidents,1736
2012,Oct,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,297
2012,Oct,Ards & North Down,Anti-Social Behaviour Incidents,471
2012,Oct,Newry Mourne & Down,Anti-Social Behaviour Incidents,470
2012,Oct,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,515
2012,Oct,Mid Ulster,Anti-Social Behaviour Incidents,484
2012,Oct,Fermanagh & Omagh,Anti-Social Behaviour Incidents,385
2012,Oct,Derry City & Strabane,Anti-Social Behaviour Incidents,582
2012,Oct,Causeway Coast & Glens,Anti-Social Behaviour Incidents,527
2012,Oct,Mid & East Antrim,Anti-Social Behaviour Incidents,400
2012,Oct,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,512
2012,Oct,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2012,Nov,Northern Ireland,Anti-Social Behaviour Incidents,4496
2012,Nov,Belfast City,Anti-Social Behaviour Incidents,1320
2012,Nov,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,227
2012,Nov,Ards & North Down,Anti-Social Behaviour Incidents,349
2012,Nov,Newry Mourne & Down,Anti-Social Behaviour Incidents,249
2012,Nov,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,377
2012,Nov,Mid Ulster,Anti-Social Behaviour Incidents,276
2012,Nov,Fermanagh & Omagh,Anti-Social Behaviour Incidents,237
2012,Nov,Derry City & Strabane,Anti-Social Behaviour Incidents,485
2012,Nov,Causeway Coast & Glens,Anti-Social Behaviour Incidents,345
2012,Nov,Mid & East Antrim,Anti-Social Behaviour Incidents,270
2012,Nov,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,361
2012,Nov,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2012,Dec,Northern Ireland,Anti-Social Behaviour Incidents,4363
2012,Dec,Belfast City,Anti-Social Behaviour Incidents,1401
2012,Dec,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,192
2012,Dec,Ards & North Down,Anti-Social Behaviour Incidents,300
2012,Dec,Newry Mourne & Down,Anti-Social Behaviour Incidents,270
2012,Dec,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,383
2012,Dec,Mid Ulster,Anti-Social Behaviour Incidents,243
2012,Dec,Fermanagh & Omagh,Anti-Social Behaviour Incidents,267
2012,Dec,Derry City & Strabane,Anti-Social Behaviour Incidents,425
2012,Dec,Causeway Coast & Glens,Anti-Social Behaviour Incidents,358
2012,Dec,Mid & East Antrim,Anti-Social Behaviour Incidents,244
2012,Dec,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,280
2012,Dec,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2013,Jan,Northern Ireland,Anti-Social Behaviour Incidents,4772
2013,Jan,Belfast City,Anti-Social Behaviour Incidents,1397
2013,Jan,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,260
2013,Jan,Ards & North Down,Anti-Social Behaviour Incidents,388
2013,Jan,Newry Mourne & Down,Anti-Social Behaviour Incidents,333
2013,Jan,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,358
2013,Jan,Mid Ulster,Anti-Social Behaviour Incidents,274
2013,Jan,Fermanagh & Omagh,Anti-Social Behaviour Incidents,231
2013,Jan,Derry City & Strabane,Anti-Social Behaviour Incidents,494
2013,Jan,Causeway Coast & Glens,Anti-Social Behaviour Incidents,363
2013,Jan,Mid & East Antrim,Anti-Social Behaviour Incidents,288
2013,Jan,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,386
2013,Jan,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2013,Feb,Northern Ireland,Anti-Social Behaviour Incidents,4682
2013,Feb,Belfast City,Anti-Social Behaviour Incidents,1447
2013,Feb,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,200
2013,Feb,Ards & North Down,Anti-Social Behaviour Incidents,376
2013,Feb,Newry Mourne & Down,Anti-Social Behaviour Incidents,305
2013,Feb,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,410
2013,Feb,Mid Ulster,Anti-Social Behaviour Incidents,233
2013,Feb,Fermanagh & Omagh,Anti-Social Behaviour Incidents,269
2013,Feb,Derry City & Strabane,Anti-Social Behaviour Incidents,453
2013,Feb,Causeway Coast & Glens,Anti-Social Behaviour Incidents,358
2013,Feb,Mid & East Antrim,Anti-Social Behaviour Incidents,283
2013,Feb,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,348
2013,Feb,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2013,Mar,Northern Ireland,Anti-Social Behaviour Incidents,4950
2013,Mar,Belfast City,Anti-Social Behaviour Incidents,1574
2013,Mar,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,241
2013,Mar,Ards & North Down,Anti-Social Behaviour Incidents,349
2013,Mar,Newry Mourne & Down,Anti-Social Behaviour Incidents,355
2013,Mar,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,455
2013,Mar,Mid Ulster,Anti-Social Behaviour Incidents,275
2013,Mar,Fermanagh & Omagh,Anti-Social Behaviour Incidents,225
2013,Mar,Derry City & Strabane,Anti-Social Behaviour Incidents,448
2013,Mar,Causeway Coast & Glens,Anti-Social Behaviour Incidents,352
2013,Mar,Mid & East Antrim,Anti-Social Behaviour Incidents,295
2013,Mar,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,381
2013,Mar,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2013,Apr,Northern Ireland,Anti-Social Behaviour Incidents,5162
2013,Apr,Belfast City,Anti-Social Behaviour Incidents,1594
2013,Apr,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,233
2013,Apr,Ards & North Down,Anti-Social Behaviour Incidents,413
2013,Apr,Newry Mourne & Down,Anti-Social Behaviour Incidents,357
2013,Apr,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,453
2013,Apr,Mid Ulster,Anti-Social Behaviour Incidents,277
2013,Apr,Fermanagh & Omagh,Anti-Social Behaviour Incidents,264
2013,Apr,Derry City & Strabane,Anti-Social Behaviour Incidents,478
2013,Apr,Causeway Coast & Glens,Anti-Social Behaviour Incidents,386
2013,Apr,Mid & East Antrim,Anti-Social Behaviour Incidents,304
2013,Apr,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,403
2013,Apr,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2013,May,Northern Ireland,Anti-Social Behaviour Incidents,5231
2013,May,Belfast City,Anti-Social Behaviour Incidents,1652
2013,May,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,233
2013,May,Ards & North Down,Anti-Social Behaviour Incidents,406
2013,May,Newry Mourne & Down,Anti-Social Behaviour Incidents,377
2013,May,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,452
2013,May,Mid Ulster,Anti-Social Behaviour Incidents,270
2013,May,Fermanagh & Omagh,Anti-Social Behaviour Incidents,290
2013,May,Derry City & Strabane,Anti-Social Behaviour Incidents,487
2013,May,Causeway Coast & Glens,Anti-Social Behaviour Incidents,377
2013,May,Mid & East Antrim,Anti-Social Behaviour Incidents,317
2013,May,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,370
2013,May,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2013,Jun,Northern Ireland,Anti-Social Behaviour Incidents,6142
2013,Jun,Belfast City,Anti-Social Behaviour Incidents,2023
2013,Jun,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,311
2013,Jun,Ards & North Down,Anti-Social Behaviour Incidents,549
2013,Jun,Newry Mourne & Down,Anti-Social Behaviour Incidents,412
2013,Jun,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,560
2013,Jun,Mid Ulster,Anti-Social Behaviour Incidents,299
2013,Jun,Fermanagh & Omagh,Anti-Social Behaviour Incidents,284
2013,Jun,Derry City & Strabane,Anti-Social Behaviour Incidents,530
2013,Jun,Causeway Coast & Glens,Anti-Social Behaviour Incidents,383
2013,Jun,Mid & East Antrim,Anti-Social Behaviour Incidents,359
2013,Jun,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,432
2013,Jun,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2013,Jul,Northern Ireland,Anti-Social Behaviour Incidents,6932
2013,Jul,Belfast City,Anti-Social Behaviour Incidents,2051
2013,Jul,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,346
2013,Jul,Ards & North Down,Anti-Social Behaviour Incidents,596
2013,Jul,Newry Mourne & Down,Anti-Social Behaviour Incidents,555
2013,Jul,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,616
2013,Jul,Mid Ulster,Anti-Social Behaviour Incidents,361
2013,Jul,Fermanagh & Omagh,Anti-Social Behaviour Incidents,369
2013,Jul,Derry City & Strabane,Anti-Social Behaviour Incidents,616
2013,Jul,Causeway Coast & Glens,Anti-Social Behaviour Incidents,492
2013,Jul,Mid & East Antrim,Anti-Social Behaviour Incidents,432
2013,Jul,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,498
2013,Jul,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2013,Aug,Northern Ireland,Anti-Social Behaviour Incidents,6227
2013,Aug,Belfast City,Anti-Social Behaviour Incidents,1905
2013,Aug,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,359
2013,Aug,Ards & North Down,Anti-Social Behaviour Incidents,529
2013,Aug,Newry Mourne & Down,Anti-Social Behaviour Incidents,434
2013,Aug,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,566
2013,Aug,Mid Ulster,Anti-Social Behaviour Incidents,365
2013,Aug,Fermanagh & Omagh,Anti-Social Behaviour Incidents,316
2013,Aug,Derry City & Strabane,Anti-Social Behaviour Incidents,503
2013,Aug,Causeway Coast & Glens,Anti-Social Behaviour Incidents,478
2013,Aug,Mid & East Antrim,Anti-Social Behaviour Incidents,372
2013,Aug,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,400
2013,Aug,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2013,Sep,Northern Ireland,Anti-Social Behaviour Incidents,5228
2013,Sep,Belfast City,Anti-Social Behaviour Incidents,1583
2013,Sep,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,288
2013,Sep,Ards & North Down,Anti-Social Behaviour Incidents,453
2013,Sep,Newry Mourne & Down,Anti-Social Behaviour Incidents,374
2013,Sep,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,408
2013,Sep,Mid Ulster,Anti-Social Behaviour Incidents,314
2013,Sep,Fermanagh & Omagh,Anti-Social Behaviour Incidents,238
2013,Sep,Derry City & Strabane,Anti-Social Behaviour Incidents,533
2013,Sep,Causeway Coast & Glens,Anti-Social Behaviour Incidents,336
2013,Sep,Mid & East Antrim,Anti-Social Behaviour Incidents,358
2013,Sep,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,343
2013,Sep,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2013,Oct,Northern Ireland,Anti-Social Behaviour Incidents,5387
2013,Oct,Belfast City,Anti-Social Behaviour Incidents,1664
2013,Oct,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,297
2013,Oct,Ards & North Down,Anti-Social Behaviour Incidents,481
2013,Oct,Newry Mourne & Down,Anti-Social Behaviour Incidents,402
2013,Oct,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,505
2013,Oct,Mid Ulster,Anti-Social Behaviour Incidents,344
2013,Oct,Fermanagh & Omagh,Anti-Social Behaviour Incidents,277
2013,Oct,Derry City & Strabane,Anti-Social Behaviour Incidents,450
2013,Oct,Causeway Coast & Glens,Anti-Social Behaviour Incidents,344
2013,Oct,Mid & East Antrim,Anti-Social Behaviour Incidents,263
2013,Oct,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,360
2013,Oct,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2013,Nov,Northern Ireland,Anti-Social Behaviour Incidents,4013
2013,Nov,Belfast City,Anti-Social Behaviour Incidents,1260
2013,Nov,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,244
2013,Nov,Ards & North Down,Anti-Social Behaviour Incidents,378
2013,Nov,Newry Mourne & Down,Anti-Social Behaviour Incidents,251
2013,Nov,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,348
2013,Nov,Mid Ulster,Anti-Social Behaviour Incidents,223
2013,Nov,Fermanagh & Omagh,Anti-Social Behaviour Incidents,218
2013,Nov,Derry City & Strabane,Anti-Social Behaviour Incidents,313
2013,Nov,Causeway Coast & Glens,Anti-Social Behaviour Incidents,267
2013,Nov,Mid & East Antrim,Anti-Social Behaviour Incidents,226
2013,Nov,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,285
2013,Nov,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2013,Dec,Northern Ireland,Anti-Social Behaviour Incidents,3962
2013,Dec,Belfast City,Anti-Social Behaviour Incidents,1341
2013,Dec,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,214
2013,Dec,Ards & North Down,Anti-Social Behaviour Incidents,301
2013,Dec,Newry Mourne & Down,Anti-Social Behaviour Incidents,290
2013,Dec,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,344
2013,Dec,Mid Ulster,Anti-Social Behaviour Incidents,233
2013,Dec,Fermanagh & Omagh,Anti-Social Behaviour Incidents,191
2013,Dec,Derry City & Strabane,Anti-Social Behaviour Incidents,370
2013,Dec,Causeway Coast & Glens,Anti-Social Behaviour Incidents,249
2013,Dec,Mid & East Antrim,Anti-Social Behaviour Incidents,214
2013,Dec,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,215
2013,Dec,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2014,Jan,Northern Ireland,Anti-Social Behaviour Incidents,3865
2014,Jan,Belfast City,Anti-Social Behaviour Incidents,1235
2014,Jan,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,209
2014,Jan,Ards & North Down,Anti-Social Behaviour Incidents,315
2014,Jan,Newry Mourne & Down,Anti-Social Behaviour Incidents,298
2014,Jan,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,347
2014,Jan,Mid Ulster,Anti-Social Behaviour Incidents,215
2014,Jan,Fermanagh & Omagh,Anti-Social Behaviour Incidents,179
2014,Jan,Derry City & Strabane,Anti-Social Behaviour Incidents,344
2014,Jan,Causeway Coast & Glens,Anti-Social Behaviour Incidents,247
2014,Jan,Mid & East Antrim,Anti-Social Behaviour Incidents,215
2014,Jan,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,261
2014,Jan,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2014,Feb,Northern Ireland,Anti-Social Behaviour Incidents,3811
2014,Feb,Belfast City,Anti-Social Behaviour Incidents,1245
2014,Feb,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,182
2014,Feb,Ards & North Down,Anti-Social Behaviour Incidents,323
2014,Feb,Newry Mourne & Down,Anti-Social Behaviour Incidents,258
2014,Feb,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,343
2014,Feb,Mid Ulster,Anti-Social Behaviour Incidents,212
2014,Feb,Fermanagh & Omagh,Anti-Social Behaviour Incidents,167
2014,Feb,Derry City & Strabane,Anti-Social Behaviour Incidents,358
2014,Feb,Causeway Coast & Glens,Anti-Social Behaviour Incidents,258
2014,Feb,Mid & East Antrim,Anti-Social Behaviour Incidents,223
2014,Feb,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,242
2014,Feb,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2014,Mar,Northern Ireland,Anti-Social Behaviour Incidents,4746
2014,Mar,Belfast City,Anti-Social Behaviour Incidents,1543
2014,Mar,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,226
2014,Mar,Ards & North Down,Anti-Social Behaviour Incidents,371
2014,Mar,Newry Mourne & Down,Anti-Social Behaviour Incidents,317
2014,Mar,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,451
2014,Mar,Mid Ulster,Anti-Social Behaviour Incidents,239
2014,Mar,Fermanagh & Omagh,Anti-Social Behaviour Incidents,225
2014,Mar,Derry City & Strabane,Anti-Social Behaviour Incidents,394
2014,Mar,Causeway Coast & Glens,Anti-Social Behaviour Incidents,332
2014,Mar,Mid & East Antrim,Anti-Social Behaviour Incidents,300
2014,Mar,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,348
2014,Mar,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2014,Apr,Northern Ireland,Anti-Social Behaviour Incidents,5607
2014,Apr,Belfast City,Anti-Social Behaviour Incidents,1650
2014,Apr,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,332
2014,Apr,Ards & North Down,Anti-Social Behaviour Incidents,516
2014,Apr,Newry Mourne & Down,Anti-Social Behaviour Incidents,348
2014,Apr,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,577
2014,Apr,Mid Ulster,Anti-Social Behaviour Incidents,274
2014,Apr,Fermanagh & Omagh,Anti-Social Behaviour Incidents,252
2014,Apr,Derry City & Strabane,Anti-Social Behaviour Incidents,512
2014,Apr,Causeway Coast & Glens,Anti-Social Behaviour Incidents,346
2014,Apr,Mid & East Antrim,Anti-Social Behaviour Incidents,382
2014,Apr,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,418
2014,Apr,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2014,May,Northern Ireland,Anti-Social Behaviour Incidents,5549
2014,May,Belfast City,Anti-Social Behaviour Incidents,1593
2014,May,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,349
2014,May,Ards & North Down,Anti-Social Behaviour Incidents,488
2014,May,Newry Mourne & Down,Anti-Social Behaviour Incidents,370
2014,May,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,574
2014,May,Mid Ulster,Anti-Social Behaviour Incidents,267
2014,May,Fermanagh & Omagh,Anti-Social Behaviour Incidents,259
